,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,audience,audience:confidence,bias,bias:confidence,message,message:confidence,orig__golden,audience_gold,bias_gold,bioid,embed,id,label,message_gold,source,text,Name,Last Name,Party
769,766193254,False,finalized,1,8/4/15 21:27,national,1.0,partisan,1.0,policy,1.0,,,,C000059,"<blockquote class=""twitter-tweet"" width=""450""><p>RT @PRyan: We have an opportunity to pay down the debt and boost the economy. Let's start talking. http://t.co/OtG8f0mzOZ</p> Ken Calvert (@KenCalvert) <a href='https://twitter.com/KenCalvert/status/387996598216572928'>2013-10-09 13:42:52</a></blockquote>",3.87997E+17,From: Ken Calvert (Representative from California),,twitter,RT @PRyan: We have an opportunity to pay down the debt and boost the economy. Let's start talking. http://t.co/OtG8f0mzOZ,Ken Calvert,Calvert,R
771,766193256,False,finalized,1,8/4/15 21:31,national,1.0,neutral,1.0,support,1.0,,,,D000615,"<blockquote class=""twitter-tweet"" width=""450""><p>Getting my ""Bubba Watson"" on this AM @WaffleHouse w/Cheese n Eggs, bacon, coffee &amp; hashbrowns! http://t.co/fTsQkHNyJE</p> Rep. Jeff Duncan (@RepJeffDuncan) <a href='https://twitter.com/RepJeffDuncan/status/457518621384650752'>2014-04-19 09:58:34</a></blockquote>",4.57519E+17,From: Jeffrey Duncan (Representative from South Carolina),,twitter,"Getting my ""Bubba Watson"" on this AM @WaffleHouse w/Cheese n Eggs, bacon, coffee &amp; hashbrowns! http://t.co/fTsQkHNyJE",Jeffrey Duncan,Duncan,R
772,766193257,False,finalized,1,8/4/15 21:18,national,1.0,neutral,1.0,personal,1.0,,,,D000600,"<blockquote class=""twitter-tweet"" width=""450""><p>During the #BAmericaFPI trip, we visited the 9/11 memorial to remember all those who were lost on that tragic day. http://t.co/jOfozSR4RX</p> Mario Diaz-Balart (@MarioDB) <a href='https://twitter.com/MarioDB/status/361839195708325888'>2013-07-29 09:22:41</a></blockquote>",3.61839E+17,From: Mario Diaz-Balart (Representative from Florida),,twitter,"During the #BAmericaFPI trip, we visited the 9/11 memorial to remember all those who were lost on that tragic day. http://t.co/jOfozSR4RX",Mario Diaz-Balart,Diaz-Balart,R
773,766193258,False,finalized,1,8/4/15 20:50,national,1.0,partisan,1.0,constituency,1.0,,,,M001158,"<blockquote class=""twitter-tweet"" width=""450""><p>I'll get to confront the Treasury Secretary on #POTUS's unrealistic 2015 budget in a hearing tomorrow. Americans deserve better.</p> Kenny Marchant (@RepKenMarchant) <a href='https://twitter.com/RepKenMarchant/status/441248519014592512'>2014-03-05 11:26:59</a></blockquote>",4.41249E+17,From: Kenny Marchant (Representative from Texas),,twitter,I'll get to confront the Treasury Secretary on #POTUS's unrealistic 2015 budget in a hearing tomorrow. Americans deserve better.,Kenny Marchant,Marchant,R
774,766193259,False,finalized,1,8/4/15 20:54,constituency,1.0,neutral,1.0,policy,1.0,,,,S001191,"<blockquote class=""twitter-tweet"" width=""450""><p>Sent another letter to the administration 2 protect Medicare Advantage plans &amp; keep them affordable for #AZ09 seniors http://t.co/zi3iqjc8NB</p> Kyrsten Sinema (@RepSinema) <a href='https://twitter.com/RepSinema/status/443904078289313792'>2014-03-12 20:19:14</a></blockquote>",4.43904E+17,From: Kyrsten Sinema (Representative from Arizona),,twitter,Sent another letter to the administration 2 protect Medicare Advantage plans &amp; keep them affordable for #AZ09 seniors http://t.co/zi3iqjc8NB,Kyrsten Sinema,Sinema,D
776,766193261,False,finalized,1,8/4/15 20:51,national,1.0,neutral,1.0,attack,1.0,,,,B001288,"<blockquote class=""twitter-tweet"" width=""450""><p>@NewsConnoisseur Sorry that u think I'm losing my credibility or effectiveness. Thanks for your sense of urgency on this issue. All the best</p> Cory Booker (@CoryBooker) <a href='https://twitter.com/CoryBooker/status/453218965754740737'>2014-04-07 13:13:16</a></blockquote>",4.53219E+17,From: Cory Booker (Senator from New Jersey),,twitter,@NewsConnoisseur Sorry that u think I'm losing my credibility or effectiveness. Thanks for your sense of urgency on this issue. All the best,Cory Booker,Booker,D
777,766193262,False,finalized,1,8/4/15 20:45,national,1.0,partisan,1.0,policy,1.0,,,,C001090,"<blockquote class=""twitter-tweet"" width=""450""><p>@BarackObama ""These cuts are not smart, they are not fair ...people will lose their jobs."" #StopTheSequester</p> Matt Cartwright (@RepCartwright) <a href='https://twitter.com/RepCartwright/status/303895787849531392'>2013-02-19 10:56:16</a></blockquote>",3.03896E+17,From: Matt Cartwright (Representative from Pennsylvania),,twitter,"@BarackObama ""These cuts are not smart, they are not fair ...people will lose their jobs."" #StopTheSequester",Matt Cartwright,Cartwright,D
778,766193263,False,finalized,1,8/4/15 21:16,national,1.0,neutral,1.0,attack,1.0,,,,R000591,"<blockquote class=""twitter-tweet"" width=""450""><p>#DontDoubleMyRate RT @aldotcom: Martha Roby to Senate: Rise above the politics and address student loan rates. http://t.co/cfESE3RMy8</p> Rep. Martha Roby  (@RepMarthaRoby) <a href='https://twitter.com/RepMarthaRoby/status/355381290561830915'>2013-07-11 13:41:16</a></blockquote>",3.55381E+17,From: Martha Roby (Representative from Alabama),,twitter,#DontDoubleMyRate RT @aldotcom: Martha Roby to Senate: Rise above the politics and address student loan rates. http://t.co/cfESE3RMy8,Martha Roby,Roby,R
779,766193264,False,finalized,1,8/4/15 21:21,national,1.0,neutral,1.0,support,1.0,,,,M001158,"<blockquote class=""twitter-tweet"" width=""450""><p>Happy Birthday to @WaysandMeansGOP Chairman @RepDaveCamp! And don't forget to follow @simplertaxes for the latest on #taxreform</p> Kenny Marchant (@RepKenMarchant) <a href='https://twitter.com/RepKenMarchant/status/354581350386380802'>2013-07-09 08:42:36</a></blockquote>",3.54581E+17,From: Kenny Marchant (Representative from Texas),,twitter,Happy Birthday to @WaysandMeansGOP Chairman @RepDaveCamp! And don't forget to follow @simplertaxes for the latest on #taxreform,Kenny Marchant,Marchant,R
780,766193265,False,finalized,1,8/4/15 21:09,national,1.0,partisan,1.0,policy,1.0,,,,F000372,"<blockquote class=""twitter-tweet"" width=""450""><p>President's healthcare program: 100,000 enrollees through http://t.co/q8Euo1bedf, millions of policies cancelled. Is this progress?</p> Rodney Frelinghuysen (@USRepRodney) <a href='https://twitter.com/USRepRodney/status/401003115073134593'>2013-11-14 10:06:07</a></blockquote>",4.01003E+17,From: Rodney Frelinghuysen (Representative from New Jersey),,twitter,"President's healthcare program: 100,000 enrollees through http://t.co/q8Euo1bedf, millions of policies cancelled. Is this progress?",Rodney Frelinghuysen,Frelinghuysen,R
781,766193266,False,finalized,1,8/4/15 21:22,national,1.0,partisan,1.0,attack,1.0,,,,D000615,"<blockquote class=""twitter-tweet"" width=""450""><p>Pres Obama just announced he's cancelling his trip to Asia so he can continue lecturing Republicans and refusing to negotiate. #notleading</p> Rep. Jeff Duncan (@RepJeffDuncan) <a href='https://twitter.com/RepJeffDuncan/status/385955881277341697'>2013-10-03 22:33:47</a></blockquote>",3.85956E+17,From: Jeffrey Duncan (Representative from South Carolina),,twitter,Pres Obama just announced he's cancelling his trip to Asia so he can continue lecturing Republicans and refusing to negotiate. #notleading,Jeffrey Duncan,Duncan,R
782,766193267,False,finalized,1,8/4/15 21:07,national,1.0,neutral,1.0,information,1.0,,,,N000127,"<blockquote class=""twitter-tweet"" width=""450""><p>This wk's #MondayReport: What a budget deal means for Congress, a #FarmBill update, stopping bullying w Peter Yarrow: http://t.co/mmyjH8xfFi</p> U.S. Rep. Rick Nolan (@USRepRickNolan) <a href='https://twitter.com/USRepRickNolan/status/412972709992095744'>2013-12-17 10:49:01</a></blockquote>",4.12973E+17,From: Rick Nolan (Representative from Minnesota),,twitter,"This wk's #MondayReport: What a budget deal means for Congress, a #FarmBill update, stopping bullying w Peter Yarrow: http://t.co/mmyjH8xfFi",Rick Nolan,Nolan,D
784,766193269,False,finalized,1,8/4/15 21:26,national,1.0,neutral,1.0,information,1.0,,,,U000039,"<blockquote class=""twitter-tweet"" width=""450""><p>Work in progress @27SOW_CANNONAFB in #Clovis. Proud to secure funding through @SenateApprops for new housing on base http://t.co/aUw3g3529g</p> Tom Udall (@SenatorTomUdall) <a href='https://twitter.com/SenatorTomUdall/status/367777375540375553'>2013-08-14 18:38:54</a></blockquote>",3.67777E+17,From: Tom Udall (Senator from New Mexico),,twitter,Work in progress @27SOW_CANNONAFB in #Clovis. Proud to secure funding through @SenateApprops for new housing on base http://t.co/aUw3g3529g,Tom Udall,Udall,D
785,766193270,False,finalized,1,8/4/15 21:01,national,1.0,neutral,1.0,personal,1.0,,,,V000127,"<blockquote class=""twitter-tweet"" width=""450""><p>New season of @DuckDynastyAE starts tonight. Preview w/ @williebosshog &amp; @Siduckdynasty http://t.co/rxWFeul8l7 #duckdynasty</p> David Vitter (@DavidVitter) <a href='https://twitter.com/DavidVitter/status/306795368774000640'>2013-02-27 10:58:10</a></blockquote>",3.06795E+17,From: David Vitter (Senator from Louisiana),,twitter,New season of @DuckDynastyAE starts tonight. Preview w/ @williebosshog &amp; @Siduckdynasty http://t.co/rxWFeul8l7 #duckdynasty,David Vitter,Vitter,R
786,766193271,False,finalized,1,8/4/15 21:27,national,1.0,partisan,1.0,policy,1.0,,,,P000607,"<blockquote class=""twitter-tweet"" width=""450""><p>#ICYMI: @HuffingtonPost on how the loss of UI benefits is devastating families across the country. #RenewUI #p2 http://t.co/NxKnixZiRP</p> U.S. Rep. Mark Pocan (@repmarkpocan) <a href='https://twitter.com/repmarkpocan/status/433999859713314816'>2014-02-13 11:23:24</a></blockquote>",4.34E+17,From: Mark Pocan (Representative from Wisconsin),,twitter,#ICYMI: @HuffingtonPost on how the loss of UI benefits is devastating families across the country. #RenewUI #p2 http://t.co/NxKnixZiRP,Mark Pocan,Pocan,D
787,766193272,False,finalized,2,8/4/15 21:12,national,1.0,neutral,1.0,personal,1.0,,,,L000579,"<blockquote class=""twitter-tweet"" width=""450""><p>Thanks to everyone who came out to my Coffee and Conversation at El Dorado Park in @LongBeachCity over the weekend. http://t.co/FJn9WwyiQC</p> Rep. Alan Lowenthal (@RepLowenthal) <a href='https://twitter.com/RepLowenthal/status/497094347842945024'>2014-08-06 14:58:22</a></blockquote>",4.97094E+17,From: Alan Lowenthal (Representative from California),,twitter,Thanks to everyone who came out to my Coffee and Conversation at El Dorado Park in @LongBeachCity over the weekend. http://t.co/FJn9WwyiQC,Alan Lowenthal,Lowenthal,D
788,766193273,False,finalized,1,8/4/15 20:41,constituency,1.0,neutral,1.0,constituency,1.0,,,,R000435,"<blockquote class=""twitter-tweet"" width=""450""><p>Glad @CharlieCrist has options since Nov will be tough. He can serve the people at @AmericanAir Admiral's Club too. http://t.co/oyjAbzJsL5</p> Ileana Ros-Lehtinen (@RosLehtinen) <a href='https://twitter.com/RosLehtinen/status/445669036311867392'>2014-03-17 17:12:33</a></blockquote>",4.45669E+17,From: Ileana Ros-Lehtinen (Representative from Florida),,twitter,Glad @CharlieCrist has options since Nov will be tough. He can serve the people at @AmericanAir Admiral's Club too. http://t.co/oyjAbzJsL5,Ileana Ros-Lehtinen,Ros-Lehtinen,R
790,766193275,False,finalized,1,8/5/15 6:16,national,1.0,neutral,1.0,information,1.0,,,,B001257,"<blockquote class=""twitter-tweet"" width=""450""><p>Want to know what to expect at my 7th Annual #Veterans Resource Fair on Saturday? Tune into @970wfla #AMTampaBay at 8:50AM tomorrow.</p> Gus Bilirakis (@RepGusBilirakis) <a href='https://twitter.com/RepGusBilirakis/status/350374729997225984'>2013-06-27 18:06:59</a></blockquote>",3.50375E+17,From: Gus Bilirakis (Representative from Florida),,twitter,Want to know what to expect at my 7th Annual #Veterans Resource Fair on Saturday? Tune into @970wfla #AMTampaBay at 8:50AM tomorrow.,Gus Bilirakis,Bilirakis,R
792,766193277,False,finalized,1,8/4/15 21:03,national,1.0,partisan,1.0,media,1.0,,,,Q000023,"<blockquote class=""twitter-tweet"" width=""450""><p>@jstj88 @FWD_us definitely! Top priority for this office &amp; proud to join w/ Illinois members to bring CIR advocates to #SOTU tonight</p> Mike Quigley (@RepMikeQuigley) <a href='https://twitter.com/RepMikeQuigley/status/428224274164224000'>2014-01-28 12:53:17</a></blockquote>",4.28224E+17,From: Mike Quigley (Representative from Illinois),,twitter,@jstj88 @FWD_us definitely! Top priority for this office &amp; proud to join w/ Illinois members to bring CIR advocates to #SOTU tonight,Mike Quigley,Quigley,D
793,766193278,False,finalized,1,8/4/15 21:14,constituency,1.0,neutral,1.0,information,1.0,,,,V000108,"<blockquote class=""twitter-tweet"" width=""450""><p>PeteÛªs #Jobs and #Opportunity Fair is set for 10/21 in Mich. City on 10/21. Visit http://t.co/I4DyiwxfuW for more. http://t.co/Y8DOHZmaB6</p> Rep. Pete Visclosky (@RepVisclosky) <a href='https://twitter.com/RepVisclosky/status/382599840623894528'>2013-09-24 16:18:05</a></blockquote>",3.826E+17,From: Peter Visclosky (Representative from Indiana),,twitter,PeteÛªs #Jobs and #Opportunity Fair is set for 10/21 in Mich. City on 10/21. Visit http://t.co/I4DyiwxfuW for more. http://t.co/Y8DOHZmaB6,Peter Visclosky,Visclosky,D
795,766193280,False,finalized,1,8/4/15 21:04,national,1.0,partisan,1.0,support,1.0,,,,C001076,"<blockquote class=""twitter-tweet"" width=""450""><p>Going on the Floor to argue for HR 253 my Y Mountain Access Enhancement Act</p> Jason Chaffetz (@jasoninthehouse) <a href='https://twitter.com/jasoninthehouse/status/346734654252003328'>2013-06-17 17:02:38</a></blockquote>",3.46735E+17,From: Jason Chaffetz (Representative from Utah),,twitter,Going on the Floor to argue for HR 253 my Y Mountain Access Enhancement Act,Jason Chaffetz,Chaffetz,R
796,766193281,False,finalized,1,8/4/15 20:28,national,1.0,partisan,1.0,media,1.0,,,,V000131,"<blockquote class=""twitter-tweet"" width=""450""><p>Immediately after #VAWA vote, I'll b speaking on House floor about need 2 prevent sequester cuts. Tune into @cspan http://t.co/SWns5lCycg</p> Rep. Marc Veasey (@RepVeasey) <a href='https://twitter.com/RepVeasey/status/307166667002236930'>2013-02-28 11:33:34</a></blockquote>",3.07167E+17,From: Marc Veasey (Representative from Texas),,twitter,"Immediately after #VAWA vote, I'll b speaking on House floor about need 2 prevent sequester cuts. Tune into @cspan http://t.co/SWns5lCycg",Marc Veasey,Veasey,D
797,766193282,False,finalized,1,8/4/15 20:41,national,1.0,partisan,1.0,support,1.0,,,,T000469,"<blockquote class=""twitter-tweet"" width=""450""><p>RT @HouseDemocrats How would #immigration reform affect you? Watch: http://t.co/CiNfTBI81q  (VIDEO) &amp; RT if you support #CIR.</p> Paul Tonko (@RepPaulTonko) <a href='https://twitter.com/RepPaulTonko/status/360478452136161280'>2013-07-25 15:15:35</a></blockquote>",3.60478E+17,From: Paul Tonko (Representative from New York),,twitter,RT @HouseDemocrats How would #immigration reform affect you? Watch: http://t.co/CiNfTBI81q  (VIDEO) &amp; RT if you support #CIR.,Paul Tonko,Tonko,D
798,766193283,False,finalized,1,8/4/15 21:19,constituency,1.0,neutral,1.0,personal,1.0,,,,F000444,"<blockquote class=""twitter-tweet"" width=""450""><p>I hate to miss any vote, let alone important votes like we had today. But I was where I needed to be. http://t.co/CWThBPElwb</p> Jeff Flake (@JeffFlake) <a href='https://twitter.com/JeffFlake/status/383733382330343424'>2013-09-27 19:22:22</a></blockquote>",3.83733E+17,From: Jeff Flake (Senator from Arizona),,twitter,"I hate to miss any vote, let alone important votes like we had today. But I was where I needed to be. http://t.co/CWThBPElwb",Jeff Flake,Flake,R
799,766193284,False,finalized,1,8/5/15 5:52,national,1.0,neutral,1.0,information,1.0,,,,W000796,"<blockquote class=""twitter-tweet"" width=""450""><p>RT @RepublicanStudy: Day 2 of the Twitter Town Hall is LIVE.  Weigh in on the #IRS and #Obamacare by using the hashtag #AskRSC today from 1Û_</p> Lynn Westmoreland (@RepWestmoreland) <a href='https://twitter.com/RepWestmoreland/status/345198101239300096'>2013-06-13 11:16:55</a></blockquote>",3.45198E+17,From: Lynn Westmoreland (Representative from Georgia),,twitter,RT @RepublicanStudy: Day 2 of the Twitter Town Hall is LIVE.  Weigh in on the #IRS and #Obamacare by using the hashtag #AskRSC today from 1Û_,Lynn Westmoreland,Westmoreland,R
800,766193285,False,finalized,1,8/4/15 21:28,national,1.0,partisan,1.0,support,1.0,,,,G000558,"<blockquote class=""twitter-tweet"" width=""450""><p>Thanks, @repdavidscott, for supporting HR 4351, the AlzheimerÛªs Accountability Act. Together we're making it a top priority! #ENDALZ</p> Rep. Brett Guthrie (@RepGuthrie) <a href='https://twitter.com/RepGuthrie/status/468804362912161792'>2014-05-20 13:24:04</a></blockquote>",4.68804E+17,From: Brett Guthrie (Representative from Kentucky),,twitter,"Thanks, @repdavidscott, for supporting HR 4351, the AlzheimerÛªs Accountability Act. Together we're making it a top priority! #ENDALZ",Brett Guthrie,Guthrie,R
